language,rank,headword,english_definition,english_translation,lemma,frequency,frequency_unit,pos,pronunciation,romanization,source,source_id,source_quality,milestone,word_unit,source_rank,annotation_source,translation_lemma,translation_method,translation_quality,translation_source,definition_lemma,definition_method,definition_source
ko,11,먹,"to eat, drink, have, consume (food or liquid); to pocket, embezzle, seize upon; to receive, get; to make up (one's mind), be determined","to eat, drink, have, consume (food or liquid); to pocket, embezzle, seize upon; to receive, get; to make up (one's mind), be determined",,391968,count,NNG | VV | VX,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme | predicate_stem,36,https://github.com/jinseo0904/korean_frequency,먹다,wiktionary_dictionary_stem,dictionary_gloss,https://kaikki.org/dictionary/Korean/,먹다,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,12,같,the same; like or similar (often used with 와 (wa)/과 (gwa)); (to be) like; such as (indicates belonging to a similar group); look like; (to) resemble,the same; like or similar (often used with 와 (wa)/과 (gwa)); (to be) like; such as (indicates belonging to a similar group); look like; (to) resemble,,368626,count,MAG | NNG | NR | VA | VV,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme | predicate_stem,37,https://github.com/jinseo0904/korean_frequency,같다,wiktionary_dictionary_stem,dictionary_gloss,https://kaikki.org/dictionary/Korean/,같다,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,13,좋,to be good; great; excellent (excellent and satisfactory in features and content); to be good; nice (well-rounded and kind in personality); to be good; kind (kind and gentle in speech and act); to be good (above average in physical condition or health),to be good; great; excellent (excellent and satisfactory in features and content); to be good; nice (well-rounded and kind in personality); to be good; kind (kind and gentle in speech and act); to be good (above average in physical condition or health),,367671,count,MAG | VA,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme | predicate_stem,38,https://github.com/jinseo0904/korean_frequency,좋다,wiktionary_dictionary_stem,dictionary_gloss,https://kaikki.org/dictionary/Korean/,좋다,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,14,것,"thing; something; that which; what; used to designate any object, action, or phenomenon, forming noun phrases; an object belonging to an owner; forms constructions equivalent to English possessive pronouns. Colloquially pronounced 꺼 (kkeo) with initial tensing; Emphasizes the speaker's certainty about the preceding verb or adjective; Used as an element in a number of verbal suffixes; see the ""Derived terms"" section","thing; something; that which; what; used to designate any object, action, or phenomenon, forming noun phrases; an object belonging to an owner; forms constructions equivalent to English possessive pronouns. Colloquially pronounced 꺼 (kkeo) with initial tensing; Emphasizes the speaker's certainty about the preceding verb or adjective; Used as an element in a number of verbal suffixes; see the ""Derived terms"" section",,352446,count,NNB | NNG | NP,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme,42,https://github.com/jinseo0904/korean_frequency,것,wiktionary_headword,dictionary_gloss,https://kaikki.org/dictionary/Korean/,것,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,15,주,main; principal; to give; for someone; forms benefactive verbs; to supplement or add to something,main; principal; to give; for someone; forms benefactive verbs; to supplement or add to something,,338586,count,MMA | NNB | NNG | VV | VX,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme | predicate_stem,56,https://github.com/jinseo0904/korean_frequency,주다,wiktionary_dictionary_stem,dictionary_gloss,https://kaikki.org/dictionary/Korean/,주다,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,16,우리,"we, us (refers to the speaker along with the listener(s), and possibly others, forming a collective “we”); we (refers to a group that includes the speaker and others of equal or lower status, but it explicitly excludes the person being addressed); my, our (prefixed to a noun to indicate that the noun is intimately associated with or belongs to the speaker’s group); to soak out, infuse, extort","we, us (refers to the speaker along with the listener(s), and possibly others, forming a collective “we”); we (refers to a group that includes the speaker and others of equal or lower status, but it explicitly excludes the person being addressed); my, our (prefixed to a noun to indicate that the noun is intimately associated with or belongs to the speaker’s group); to soak out, infuse, extort",,312213,count,NP | VV,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme | predicate_stem,48,https://github.com/jinseo0904/korean_frequency,우리다,wiktionary_dictionary_stem,dictionary_gloss,https://kaikki.org/dictionary/Korean/,우리다,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,17,뭐,contraction of 무어 (mueo): (interrogative) what,contraction of 무어 (mueo): (interrogative) what,,287723,count,IC | NP,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme,88,https://github.com/jinseo0904/korean_frequency,뭐,wiktionary_headword,dictionary_gloss,https://kaikki.org/dictionary/Korean/,뭐,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,18,아니,no; not; no; oh; why; my,no; not; no; oh; why; my,,272690,count,IC | MAG | VCN,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme | predicate_stem,61,https://github.com/jinseo0904/korean_frequency,아니다,wiktionary_dictionary_stem,dictionary_gloss,https://kaikki.org/dictionary/Korean/,아니다,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,19,그,"that (of what has been already said or known); he, she","that (of what has been already said or known); he, she",,270872,count,IC | MAG | MMD | NNG | NP | NR | VA | VV | VX,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme | predicate_stem,68,https://github.com/jinseo0904/korean_frequency,그,wiktionary_headword,dictionary_gloss,https://kaikki.org/dictionary/Korean/,그,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,20,내,"allomorph of 나 (na, plain first-person pronoun) before -가 (-ga, nominative suffix); Gyeongsang form of 나 (na, “I, me”); to bring about, to pull forth; to put out, put forth, put forward, produce, yield, issue, pay, offer, present, submit, emit","allomorph of 나 (na, plain first-person pronoun) before -가 (-ga, nominative suffix); Gyeongsang form of 나 (na, “I, me”); to bring about, to pull forth; to put out, put forth, put forward, produce, yield, issue, pay, offer, present, submit, emit",,263422,count,MAG | NNB | NNG | NP | VV | VX,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme | predicate_stem,64,https://github.com/jinseo0904/korean_frequency,내다,wiktionary_dictionary_stem,dictionary_gloss,https://kaikki.org/dictionary/Korean/,내다,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,21,그거,"it, that thing","it, that thing",,255175,count,NP,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme,55,https://github.com/jinseo0904/korean_frequency,그거,wiktionary_headword,dictionary_gloss,https://kaikki.org/dictionary/Korean/,그거,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,22,수,"a few, several; talkativeness; prattle; way, means, possibility, ability; used to express ability, in constructions equivalent to the English modal ""can""; move","a few, several; talkativeness; prattle; way, means, possibility, ability; used to express ability, in constructions equivalent to the English modal ""can""; move",,250376,count,MMN | NNB | NNG | VV,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme | predicate_stem,57,https://github.com/jinseo0904/korean_frequency,수다,wiktionary_dictionary_stem,dictionary_gloss,https://kaikki.org/dictionary/Korean/,수다,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,23,오,five,five,,239665,count,IC | NNB | NNG | NR | VV | VX,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme | predicate_stem,70,https://github.com/jinseo0904/korean_frequency,오다,wiktionary_dictionary_stem,dictionary_gloss,https://kaikki.org/dictionary/Korean/,오다,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,24,없,to have none; (to be) lacking; (to be) nonexistent,to have none; (to be) lacking; (to be) nonexistent,,236276,count,NNG | VA,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme | predicate_stem,58,https://github.com/jinseo0904/korean_frequency,없다,wiktionary_dictionary_stem,dictionary_gloss,https://kaikki.org/dictionary/Korean/,없다,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,25,때,"to make / light (a fire); to burn (firewood); alternative form of 때우다 (ttae'uda, “to patch up (a hole, etc.)”); time; occasion; opportunity","to make / light (a fire); to burn (firewood); alternative form of 때우다 (ttae'uda, “to patch up (a hole, etc.)”); time; occasion; opportunity",,233823,count,MAG | NNG | VV,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme | predicate_stem,60,https://github.com/jinseo0904/korean_frequency,때다,wiktionary_dictionary_stem,dictionary_gloss,https://kaikki.org/dictionary/Korean/,때다,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,26,사람,"human being, person; a person (encompassing both legal and natural persons)","human being, person; a person (encompassing both legal and natural persons)",,218393,count,NNG,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme,65,https://github.com/jinseo0904/korean_frequency,사람,wiktionary_headword,dictionary_gloss,https://kaikki.org/dictionary/Korean/,사람,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,27,그런,"like that, such","like that, such",,198634,count,MMD | NNG,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme,71,https://github.com/jinseo0904/korean_frequency,그런,wiktionary_headword,dictionary_gloss,https://kaikki.org/dictionary/Korean/,그런,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,28,다,"all, completely; nearly, virtually; used to express mild surprise or sarcasm; with a verb in the past tense, used sarcastically to emphasize that the verb has not occurred","all, completely; nearly, virtually; used to express mild surprise or sarcasm; with a verb in the past tense, used sarcastically to emphasize that the verb has not occurred",,195191,count,MAG | NNG | VA | VV | VX,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme | predicate_stem,74,https://github.com/jinseo0904/korean_frequency,다,wiktionary_headword,dictionary_gloss,https://kaikki.org/dictionary/Korean/,다,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,29,그러,to do so; to do it; to say so,to do so; to do it; to say so,,194063,count,NNG | VA | VV | VX,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme | predicate_stem,75,https://github.com/jinseo0904/korean_frequency,그러다,wiktionary_dictionary_stem,dictionary_gloss,https://kaikki.org/dictionary/Korean/,그러다,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,30,않,auxiliary verb used to negate the clause to which the main verb belongs; to not do something,auxiliary verb used to negate the clause to which the main verb belongs; to not do something,,191070,count,NNG | VV | VX,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme | predicate_stem,76,https://github.com/jinseo0904/korean_frequency,않다,wiktionary_dictionary_stem,dictionary_gloss,https://kaikki.org/dictionary/Korean/,않다,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,31,잘,"well; often; at a good time, with fortunate timing; to be small, to little, to fine, to be tiny, to be thin","well; often; at a good time, with fortunate timing; to be small, to little, to fine, to be tiny, to be thin",,186064,count,MAG | NNB | NNG | VA,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme | predicate_stem,78,https://github.com/jinseo0904/korean_frequency,잘다,wiktionary_dictionary_stem,dictionary_gloss,https://kaikki.org/dictionary/Korean/,잘다,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,32,많이,"many, much, a lot, plenty, in abundance","many, much, a lot, plenty, in abundance",,185121,count,MAG,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme,79,https://github.com/jinseo0904/korean_frequency,많이,wiktionary_headword,dictionary_gloss,https://kaikki.org/dictionary/Korean/,많이,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,33,엄마,"mum, mummy","mum, mummy",,181396,count,NNG,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme,81,https://github.com/jinseo0904/korean_frequency,엄마,wiktionary_headword,dictionary_gloss,https://kaikki.org/dictionary/Korean/,엄마,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,34,너,second-person singular informal pronoun; you; four (before certain classifiers),second-person singular informal pronoun; you; four (before certain classifiers),,176874,count,MAG | NNG | NP | NR | VV,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme | predicate_stem,84,https://github.com/jinseo0904/korean_frequency,너,wiktionary_headword,dictionary_gloss,https://kaikki.org/dictionary/Korean/,너,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,35,너무,"too, excessively; so, very, extremely","too, excessively; so, very, extremely",,176283,count,MAG,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme,82,https://github.com/jinseo0904/korean_frequency,너무,wiktionary_headword,dictionary_gloss,https://kaikki.org/dictionary/Korean/,너무,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,36,그래서,"therefore, accordingly, because of that, because things are like that, thus","therefore, accordingly, because of that, because things are like that, thus",,173214,count,MAJ,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme,85,https://github.com/jinseo0904/korean_frequency,그래서,wiktionary_headword,dictionary_gloss,https://kaikki.org/dictionary/Korean/,그래서,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,37,좀,"contraction of 조금 (jogeum): a little, somewhat, quite, very; little while, short time; (used to soften requests) please; silverfish","contraction of 조금 (jogeum): a little, somewhat, quite, very; little while, short time; (used to soften requests) please; silverfish",,168322,count,MAG | NNG | VA,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme | predicate_stem,87,https://github.com/jinseo0904/korean_frequency,좀,wiktionary_headword,dictionary_gloss,https://kaikki.org/dictionary/Korean/,좀,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,38,싶,"to be desirous of, to want; Used after a clause with a sentence ending that expresses a sentiment or subjective speculation, commonly -ㄴ가 (-n'ga), -나 (-na), -ㄹ까 (-lkka), -으면 (-eumyeon), and -다 (-da), to state that the subject feels that certain way","to be desirous of, to want; Used after a clause with a sentence ending that expresses a sentiment or subjective speculation, commonly -ㄴ가 (-n'ga), -나 (-na), -ㄹ까 (-lkka), -으면 (-eumyeon), and -다 (-da), to state that the subject feels that certain way",,160505,count,VX,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,predicate_stem,89,https://github.com/jinseo0904/korean_frequency,싶다,wiktionary_dictionary_stem,dictionary_gloss,https://kaikki.org/dictionary/Korean/,싶다,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,39,알,"to know, understand (to have information or knowledge about an object or situation through education, experience, thoughts, etc.); to know; realize (to realize or feel a fact or situation through awareness or senses.); to know; understand; appreciate (to realize or feel a psychological state in one's mind.); be on one's own; be independent","to know, understand (to have information or knowledge about an object or situation through education, experience, thoughts, etc.); to know; realize (to realize or feel a fact or situation through awareness or senses.); to know; understand; appreciate (to realize or feel a psychological state in one's mind.); be on one's own; be independent",,154768,count,NNB | NNG | VA | VV,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme | predicate_stem,90,https://github.com/jinseo0904/korean_frequency,알다,wiktionary_dictionary_stem,dictionary_gloss,https://kaikki.org/dictionary/Korean/,알다,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,40,많,"many, much, a lot, plentiful","many, much, a lot, plentiful",,149421,count,NNG | VA,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme | predicate_stem,91,https://github.com/jinseo0904/korean_frequency,많다,wiktionary_dictionary_stem,dictionary_gloss,https://kaikki.org/dictionary/Korean/,많다,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,41,근데,however; but; by the way,however; but; by the way,,148586,count,MAJ,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme,93,https://github.com/jinseo0904/korean_frequency,근데,wiktionary_headword,dictionary_gloss,https://kaikki.org/dictionary/Korean/,근데,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,42,말,"to not do something, to stop doing; to end up doing something; to roll up; speech","to not do something, to stop doing; to end up doing something; to roll up; speech",,147930,count,NNB | NNG | VV | VX,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme | predicate_stem,159,https://github.com/jinseo0904/korean_frequency,말다,wiktionary_dictionary_stem,dictionary_gloss,https://kaikki.org/dictionary/Korean/,말다,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,43,더,"more, -er (to a greater extent)","more, -er (to a greater extent)",,143936,count,MAG | NNG | VA | VV,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme | predicate_stem,94,https://github.com/jinseo0904/korean_frequency,더,wiktionary_headword,dictionary_gloss,https://kaikki.org/dictionary/Korean/,더,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,44,또,also; again,also; again,,140186,count,MAG | NNG,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme,96,https://github.com/jinseo0904/korean_frequency,또,wiktionary_headword,dictionary_gloss,https://kaikki.org/dictionary/Korean/,또,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,45,이제,"now, and now","now, and now",,138171,count,IC | MAG | NNG,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme,103,https://github.com/jinseo0904/korean_frequency,이제,wiktionary_headword,dictionary_gloss,https://kaikki.org/dictionary/Korean/,이제,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,46,한,"about, around; deep-seated resentment; limit; end; bound; being as long as; being as far as","about, around; deep-seated resentment; limit; end; bound; being as long as; being as far as",,136710,count,MAG | MMA | MMN | NNB | NNG | VA | VV,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme | predicate_stem,111,https://github.com/jinseo0904/korean_frequency,한다,wiktionary_dictionary_stem,dictionary_gloss,https://kaikki.org/dictionary/Korean/,한다,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
ko,47,집,"to pick up; home, house; household; sheath, case","to pick up; home, house; household; sheath, case",,129850,count,NNB | NNG | VV,,,https://github.com/jinseo0904/korean_frequency/blob/main/final_word_frequency/all_speakers_frequency_counts_final.csv,kofren_all_speakers,measured_spoken,500,lexical_morpheme | predicate_stem,98,https://github.com/jinseo0904/korean_frequency,집다,wiktionary_dictionary_stem,dictionary_gloss,https://kaikki.org/dictionary/Korean/,집다,source_dictionary_gloss,https://kaikki.org/dictionary/Korean/
