language,rank,headword,english_definition,english_translation,lemma,frequency,frequency_unit,pos,pronunciation,romanization,source,source_id,source_quality,milestone,word_unit,source_rank,annotation_source,translation_lemma,translation_method,translation_quality,translation_source,definition_lemma,definition_method,definition_source
en,19,yeah,"Expressing joy, celebration, glee, etc",yeah,,7890,per_million_rounded,Int,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,19,https://ucrel.lancs.ac.uk/bncfreq/,yeah,identity,identity,,yeah,wiktionary_definition,https://kaikki.org/dictionary/English/
en,20,on,"Indicating position or location; Positioned at the upper surface of, touching from above; Positioned at or resting against the outer surface of; attached to; Covering",on,,7508,per_million_rounded,Adv | Prep,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,29,https://ucrel.lancs.ac.uk/bncfreq/,on,identity,identity,,on,wiktionary_definition,https://kaikki.org/dictionary/English/
en,21,have,"have or possess, either in a concrete or an abstract sense; have as a feature; go through (mental or physical states or experiences)",have,,7488,per_million_rounded,Verb,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,20,https://ucrel.lancs.ac.uk/bncfreq/,have,identity,identity,,have,wordnet_definition,https://wordnet.princeton.edu/
en,22,what,"Which, especially which of an open-ended set of possibilities; Which; Any ... that; all ... that; whatever; Emphasises that something is noteworthy or remarkable in quality or degree, in either a good or bad way; may be used in combination with certain other determiners, especially 'a', less often 'some'",what,,7313,per_million_rounded,DetP,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,21,https://ucrel.lancs.ac.uk/bncfreq/,what,identity,identity,,what,wiktionary_definition,https://kaikki.org/dictionary/English/
en,23,he,"A person who identifies as male, or animal already known or implied; They; he or she (a person whose gender is unknown or irrelevant); It; an animal whose gender is unknown; A genderless object regarded as masculine, such as certain stars or planets (e.g. Sun, Mercury, Mars, Jupiter) or certain ships",he,,7277,per_million_rounded,Pron,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,22,https://ucrel.lancs.ac.uk/bncfreq/,he,identity,identity,,he,wiktionary_definition,https://kaikki.org/dictionary/English/
en,24,there,in or at that place; in that matter; to or toward that place; away from the speaker,there,,6961,per_million_rounded,Adv | Ex,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,45,https://ucrel.lancs.ac.uk/bncfreq/,there,identity,identity,,there,wordnet_definition,https://wordnet.princeton.edu/
en,25,but,"However, although, nevertheless, on the other hand (introducing a clause contrary to prior belief or in contrast with the preceding clause or sentence); On the contrary, rather (as a regular adversative conjunction, introducing a word or clause in contrast or contradiction with the preceding negative clause or sentence); Used at the beginning of a sentence to express opposition to a remark; Except that (introducing a subordinate clause which qualifies a negative statement); also, (archaic)…",but,,6380,per_million_rounded,Conj | Prep,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,25,https://ucrel.lancs.ac.uk/bncfreq/,but,identity,identity,,but,wiktionary_definition,https://kaikki.org/dictionary/English/
en,26,for,Because; Towards; in the direction of; Leading towards in time or circumstance; Directed at; intended to belong to,for,,6279,per_million_rounded,Conj | Prep,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,26,https://ucrel.lancs.ac.uk/bncfreq/,for,identity,identity,,for,wiktionary_definition,https://kaikki.org/dictionary/English/
en,27,erm,"Used in hesitant speech, or to express uncertainty; Used to express embarrassment or subtle disagreement",erm,,6029,per_million_rounded,Uncl,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,27,https://ucrel.lancs.ac.uk/bncfreq/,erm,identity,identity,,erm,wiktionary_definition,https://kaikki.org/dictionary/English/
en,28,be,"have the quality of being; (copula, used with an adjective or a predicate noun); be identical to; be someone or something; occupy a certain position or area; be somewhere",be,,5790,per_million_rounded,Verb,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,28,https://ucrel.lancs.ac.uk/bncfreq/,be,identity,identity,,be,wordnet_definition,https://wordnet.princeton.edu/
en,29,this,The (thing) here (used in indicating something or someone nearby); Referring to oneself; The known (thing) (used in indicating something or someone just mentioned); The known (thing) (used in indicating something or someone about to be mentioned),this,,5627,per_million_rounded,DetP,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,30,https://ucrel.lancs.ac.uk/bncfreq/,this,identity,identity,,this,wiktionary_definition,https://kaikki.org/dictionary/English/
en,30,one,"The number represented by the Arabic numeral 1; the numerical value equal to that cardinal number; The first positive number in the set of natural numbers; The cardinality of the smallest nonempty set; The ordinality of an element which has no predecessor, usually called first or number one",one,,5566,per_million_rounded,Num | Pron,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,59,https://ucrel.lancs.ac.uk/bncfreq/,one,identity,identity,,one,wiktionary_definition,https://kaikki.org/dictionary/English/
en,31,know,be cognizant or aware of a fact or a specific piece of information; possess knowledge or information about; know how to do or perform something; be aware of the truth of something; have a belief or faith in something; regard as true beyond any doubt,know,,5550,per_million_rounded,Verb,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,31,https://ucrel.lancs.ac.uk/bncfreq/,know,identity,identity,,know,wordnet_definition,https://wordnet.princeton.edu/
en,32,no,"Not any; Hardly any; Not any possibility or allowance of (something); Not (a); not properly, not really; not fully",no,,5490,per_million_rounded,Det | Int,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,41,https://ucrel.lancs.ac.uk/bncfreq/,no,identity,identity,,no,wiktionary_definition,https://kaikki.org/dictionary/English/
en,33,so,"Reduced form of 'so that', used to express purpose; in order that; As a result; for that reason; therefore; because of this; due to this; Used to connect previous conversation or events to the following question; Used to introduce a rhetorical question",so,,5467,per_million_rounded,Adv | Conj,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,33,https://ucrel.lancs.ac.uk/bncfreq/,so,identity,identity,,so,wiktionary_definition,https://kaikki.org/dictionary/English/
en,34,well,in good health especially after having suffered illness or injury; resulting favorably; wise or advantageous and hence advisable; (often used as a combining form) in a good or proper or satisfactory manner or to a high standard (`good' is a nonstandard dialectal variant for `well'),well,,5396,per_million_rounded,Adj | Adv,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,32,https://ucrel.lancs.ac.uk/bncfreq/,well,identity,identity,,well,wordnet_definition,https://wordnet.princeton.edu/
en,35,oh,"Expression of surprise; Expression of wonder, amazement, or awe; Expression of understanding, affirmation, recognition, or realization; A word to precede an annoyed remark",oh,,5052,per_million_rounded,Int,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,34,https://ucrel.lancs.ac.uk/bncfreq/,oh,identity,identity,,oh,wiktionary_definition,https://kaikki.org/dictionary/English/
en,36,got,come into the possession of something concrete or abstract; enter or assume a certain state or condition; cause to move; cause to be in a certain position or condition,got,,5025,per_million_rounded,Verb,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,35,https://ucrel.lancs.ac.uk/bncfreq/,got,identity,identity,,get,wordnet_definition,https://wordnet.princeton.edu/
en,37,'ve,,'ve,,4735,per_million_rounded,Verb,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,36,https://ucrel.lancs.ac.uk/bncfreq/,'ve,identity,identity,,,,
en,38,not,negation of a word or group of words,not,,4693,per_million_rounded,Neg,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,37,https://ucrel.lancs.ac.uk/bncfreq/,not,identity,identity,,not,wordnet_definition,https://wordnet.princeton.edu/
en,39,are,"have the quality of being; (copula, used with an adjective or a predicate noun); be identical to; be someone or something; occupy a certain position or area; be somewhere",are,,4663,per_million_rounded,Verb,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,38,https://ucrel.lancs.ac.uk/bncfreq/,are,identity,identity,,be,wordnet_definition,https://wordnet.princeton.edu/
en,40,if,"Supposing that, assuming that, in the circumstances that; suppositive used to introduce a condition that may be (or prove to be) either true or false; A keyword that invokes conditional processing: in the event that a given condition is true, execute the given statement(s) (otherwise execute other statements); Supposing that; used with past or past perfect subjunctive to indicate a counterfactual or hypothetical condition; Even if; even in the circumstances that",if,,4544,per_million_rounded,Conj,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,39,https://ucrel.lancs.ac.uk/bncfreq/,if,identity,identity,,if,wiktionary_definition,https://kaikki.org/dictionary/English/
en,41,with,"Against; In the company of; alongside, close to; near to; In addition to; as an accessory to; Used to add supplemental information, especially to indicate simultaneous happening, or immediate succession or consequence",with,,4446,per_million_rounded,Prep,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,40,https://ucrel.lancs.ac.uk/bncfreq/,with,identity,identity,,with,wiktionary_definition,https://kaikki.org/dictionary/English/
en,42,'re,,'re,,4255,per_million_rounded,Verb,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,42,https://ucrel.lancs.ac.uk/bncfreq/,'re,identity,identity,,,,
en,43,she,"The female (typically) person or animal previously mentioned or implied; A ship or boat; A country, or sometimes a city, province, planet, etc; A thing, especially a machine or other object, such as a car, a computer, or (poetically) a season",she,,4136,per_million_rounded,Pron,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,43,https://ucrel.lancs.ac.uk/bncfreq/,she,identity,identity,,she,wiktionary_definition,https://kaikki.org/dictionary/English/
en,44,at,"In, near, or in the general vicinity of (a particular place); Attending (an educational institution); Working for (a company) or in (a place or situation); Indicating distance or direction relative to the speaker",at,,4115,per_million_rounded,Prep,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,44,https://ucrel.lancs.ac.uk/bncfreq/,at,identity,identity,,at,wiktionary_definition,https://kaikki.org/dictionary/English/
en,45,think,"judge or regard; look upon; judge; expect, believe, or suppose; use or exercise the mind or one's power of reason in order to make inferences, decisions, or arrive at a solution or judgments",think,,3977,per_million_rounded,Verb,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,46,https://ucrel.lancs.ac.uk/bncfreq/,think,identity,identity,,think,wordnet_definition,https://wordnet.princeton.edu/
en,46,all,"Every individual or anything of the given class, with no exceptions (the noun or noun phrase denoting the class must be plural or uncountable); Throughout the whole of (a stated period of time; generally used with units of a day or longer); Only; alone; nothing but; Any",all,,3873,per_million_rounded,Adv | DetP,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,49,https://ucrel.lancs.ac.uk/bncfreq/,all,identity,identity,,all,wiktionary_definition,https://kaikki.org/dictionary/English/
en,47,just,used especially of what is legally or ethically right or proper or fitting; fair to all parties as dictated by reason and conscience; free from favoritism or self-interest or bias or deception; conforming with established standards or rules; and nothing more,just,,3847,per_million_rounded,Adj | Adv,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,48,https://ucrel.lancs.ac.uk/bncfreq/,just,identity,identity,,just,wordnet_definition,https://wordnet.princeton.edu/
en,48,yes,"An exclamation of pleasure or approval, usually transcribed with an exclamation point; Response that confirms that the user is paying attention; Used to ask for more information with a request",yes,,3840,per_million_rounded,Int,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,47,https://ucrel.lancs.ac.uk/bncfreq/,yes,identity,identity,,yes,wiktionary_definition,https://kaikki.org/dictionary/English/
en,49,like,"As, the way; As if; as though; Such as; Similar to, reminiscent of",like,,3696,per_million_rounded,Adj | Adv | Conj | Prep | Verb,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,96,https://ucrel.lancs.ac.uk/bncfreq/,like,identity,identity,,like,wiktionary_definition,https://kaikki.org/dictionary/English/
en,50,can,preserve in a can or tin; terminate the employment of; discharge from an office or position,can,,3588,per_million_rounded,VMod,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,50,https://ucrel.lancs.ac.uk/bncfreq/,can,identity,identity,,can,wordnet_definition,https://wordnet.princeton.edu/
en,51,then,at a specific prior time; subsequently or soon afterward (often used as sentence connectors); in that case or as a consequence; at that time,then,,3484,per_million_rounded,Adj | Adv,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,51,https://ucrel.lancs.ac.uk/bncfreq/,then,identity,identity,,then,wordnet_definition,https://wordnet.princeton.edu/
en,52,get,come into the possession of something concrete or abstract; enter or assume a certain state or condition; cause to move; cause to be in a certain position or condition,get,,3464,per_million_rounded,Verb,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,52,https://ucrel.lancs.ac.uk/bncfreq/,get,identity,identity,,get,wordnet_definition,https://wordnet.princeton.edu/
en,53,about,In a circle around; all round; on every side of; on the outside of; around; Over or upon different parts of; through or over in various directions; here and there in; to and fro in; throughout; Indicates that something will happen very soon; indicates a plan or intention to do something; See about to,about,,3460,per_million_rounded,Adv | Prep,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,67,https://ucrel.lancs.ac.uk/bncfreq/,about,identity,identity,,about,wiktionary_definition,https://kaikki.org/dictionary/English/
en,54,did,engage in; carry out or perform an action; get (something) done,did,,3368,per_million_rounded,Verb,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,53,https://ucrel.lancs.ac.uk/bncfreq/,did,identity,identity,,do,wordnet_definition,https://wordnet.princeton.edu/
en,55,or,"Connects at least two alternative words, phrases, clauses, sentences, etc., each of which could make a passage true; An operator denoting the disjunction of two propositions or truth values. There are two forms, the inclusive or and the exclusive or; Counts the elements before and after as two possibilities; Otherwise (a consequence of the condition that the previous is false)",or,,3357,per_million_rounded,Conj,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,54,https://ucrel.lancs.ac.uk/bncfreq/,or,identity,identity,,or,wiktionary_definition,https://kaikki.org/dictionary/English/
en,56,right,"being or located on or directed toward the side of the body to the east when facing north; free from error; especially conforming to fact or truth; socially right or correct; precisely, exactly",right,,3295,per_million_rounded,Adj | Adv | NoC,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,79,https://ucrel.lancs.ac.uk/bncfreq/,right,identity,identity,,right,wordnet_definition,https://wordnet.princeton.edu/
en,57,would,,would,,3278,per_million_rounded,VMod,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,55,https://ucrel.lancs.ac.uk/bncfreq/,would,identity,identity,,,,
en,58,mm,Alternative form of mmm,mm,,3163,per_million_rounded,Int,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,56,https://ucrel.lancs.ac.uk/bncfreq/,mm,identity,identity,,mm,wiktionary_definition,https://kaikki.org/dictionary/English/
en,59,them,Those ones; Used as the direct object of a verb; Used as the indirect object of a verb; Used as the object of a preposition,them,,3126,per_million_rounded,Pron,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,57,https://ucrel.lancs.ac.uk/bncfreq/,them,identity,identity,,them,wiktionary_definition,https://kaikki.org/dictionary/English/
en,60,'ll,,'ll,,3066,per_million_rounded,VMod,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,58,https://ucrel.lancs.ac.uk/bncfreq/,'ll,identity,identity,,,,
en,61,up,"Toward the top of; Toward the center, source, or main point of reference; toward the end at which something is attached; From south to north of; Further along (in any direction)",up,,3042,per_million_rounded,Adv | Prep,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,61,https://ucrel.lancs.ac.uk/bncfreq/,up,identity,identity,,up,wiktionary_definition,https://kaikki.org/dictionary/English/
en,62,go,"a time for working (after which you will be relieved by someone else); street names for methylenedioxymethamphetamine; a usually brief attempt; change location; move, travel, or proceed, also metaphorically",go,,2983,per_million_rounded,NoC | Verb,,,https://ucrel.lancs.ac.uk/bncfreq/lists/2_2_spokenvwritten.txt,bnc_spoken_wfwse_2_2,measured_spoken,500,word_form,62,https://ucrel.lancs.ac.uk/bncfreq/,go,identity,identity,,go,wordnet_definition,https://wordnet.princeton.edu/
